title,ingredients,steps,cuisine,rating
Herbal Lemon Rice! .,"carrot, egg, salt, lemon, chili! .",Garnish with herbs -> Let it simmer -> Bake at 350°F -> Heat oil! .,FRENCH! .,5.0
Sugar Glazed Rice! .,"cumin, potato, chili, sugar, butter! .",Garnish with herbs -> Let it simmer -> Boil water -> Heat oil -> Chop ingredients! .,CHINESE! .,3.0
Spaghetti Delight! .,"olive oil, beef, vanilla, cumin! .",Boil water -> Garnish with herbs -> Add seasoning! .,FRENCH! .,2.0
Sweet & Spicy Carrot! .,"vanilla, chili, butter, pepper! .",Boil water -> Chop ingredients -> Let it simmer -> Add seasoning -> Garnish with herbs! .,AMERICAN! .,1.0
Herbal Lemon Rice! .,"pasta, spinach, carrot, garlic, rice, tomato! .",Let it simmer -> Boil water -> Garnish with herbs -> Chop ingredients! .,ITALIAN! .,1.0
Golden Chicken! .,"chili, onion, sugar, flour, carrot! .",Serve hot -> Garnish with herbs -> Mix ingredients! .,CHINESE! .,3.0
Spaghetti Delight! .,"tomato, pasta, flour, salt! .",Chop ingredients -> Let it simmer -> Serve hot! .,AMERICAN! .,5.0
Sweet & Spicy Carrot! .,"egg, turmeric, vanilla, spinach, chicken, onion! .",Serve hot -> Boil water -> Add seasoning -> Chop ingredients! .,MEXICAN! .,5.0
Herbal Lemon Rice! .,"cumin, flour, egg, potato, spinach, milk! .",Let it simmer -> Serve hot -> Chop ingredients -> Mix ingredients! .,ITALIAN! .,4.0
Sugar Glazed Rice! .,"salt, spinach, flour! .",Boil water -> Mix ingredients -> Add seasoning -> Garnish with herbs -> Bake at 350°F! .,AMERICAN! .,2.0
Golden Chicken! .,"chili, cheese, beef! .",Boil water -> Serve hot -> Bake at 350°F -> Mix ingredients -> Chop ingredients! .,CHINESE! .,3.0
Spaghetti Delight! .,"turmeric, egg, lemon, salt! .",Chop ingredients -> Bake at 350°F -> Garnish with herbs -> Let it simmer -> Boil water! .,INDIAN! .,3.0
Sweet & Spicy Carrot! .,"chicken, salt, tomato, onion, lemon! .",Heat oil -> Garnish with herbs -> Mix ingredients! .,CHINESE! .,4.0
Herbal Lemon Rice! .,"carrot, egg, milk, tomato, sugar, chicken! .",Let it simmer -> Serve hot -> Mix ingredients -> Heat oil! .,INDIAN! .,5.0
Sugar Glazed Rice! .,"chicken, potato, tomato, milk! .",Add seasoning -> Boil water -> Heat oil -> Garnish with herbs -> Let it simmer! .,THAI! .,3.0
Golden Chicken! .,"turmeric, egg, chili, salt, pasta! .",Add seasoning -> Chop ingredients -> Let it simmer! .,THAI! .,3.0
Sweet & Spicy Carrot! .,"sugar, potato, chili, vanilla! .",Chop ingredients -> Mix ingredients -> Let it simmer! .,FRENCH! .,5.0
Herbal Lemon Rice! .,"carrot, turmeric, olive oil, potato, cheese, flour! .",Chop ingredients -> Mix ingredients -> Garnish with herbs -> Heat oil! .,THAI! .,4.0
Sugar Glazed Rice! .,"olive oil, lemon, salt, beef, flour! .",Boil water -> Chop ingredients -> Serve hot -> Add seasoning -> Heat oil! .,THAI! .,2.0
Golden Chicken! .,"potato, chicken, chili, egg! .",Chop ingredients -> Heat oil -> Boil water -> Garnish with herbs -> Bake at 350°F! .,AMERICAN! .,5.0
Spaghetti Delight! .,"pepper, sugar, vanilla, butter, salt, turmeric! .",Let it simmer -> Add seasoning -> Garnish with herbs -> Chop ingredients -> Heat oil! .,CHINESE! .,4.0
Sweet & Spicy Carrot! .,"pasta, lemon, chicken, salt, cheese! .",Chop ingredients -> Serve hot -> Let it simmer -> Garnish with herbs! .,ITALIAN! .,2.0
Herbal Lemon Rice! .,"olive oil, cumin, lemon, salt, garlic! .",Boil water -> Bake at 350°F -> Heat oil -> Mix ingredients! .,MEXICAN! .,4.0
Sugar Glazed Rice! .,"basil, salt, onion! .",Let it simmer -> Chop ingredients -> Add seasoning -> Mix ingredients -> Serve hot! .,AMERICAN! .,5.0
Golden Chicken! .,"basil, garlic, carrot! .",Mix ingredients -> Boil water -> Serve hot! .,FRENCH! .,4.0
Spaghetti Delight! .,"milk, basil, pasta, cumin! .",Chop ingredients -> Garnish with herbs -> Add seasoning! .,AMERICAN! .,4.0
Sweet & Spicy Carrot! .,"onion, basil, egg! .",Bake at 350°F -> Serve hot -> Garnish with herbs -> Add seasoning! .,INDIAN! .,4.0
Sugar Glazed Rice! .,"lemon, cumin, basil, rice, pasta! .",Bake at 350°F -> Mix ingredients -> Serve hot! .,ITALIAN! .,2.0
Golden Chicken! .,"pasta, carrot, vanilla, beef, milk! .",Garnish with herbs -> Heat oil -> Mix ingredients! .,CHINESE! .,5.0
Spaghetti Delight! .,"pepper, olive oil, butter, garlic! .",Heat oil -> Chop ingredients -> Mix ingredients -> Bake at 350°F -> Serve hot! .,INDIAN! .,5.0
Sweet & Spicy Carrot! .,"milk, rice, pasta, tomato, flour! .",Heat oil -> Garnish with herbs -> Serve hot! .,INDIAN! .,5.0
Herbal Lemon Rice! .,"turmeric, carrot, milk, spinach, beef, tomato! .",Boil water -> Let it simmer -> Add seasoning -> Bake at 350°F! .,AMERICAN! .,4.0
Sugar Glazed Rice! .,"onion, pasta, olive oil! .",Let it simmer -> Mix ingredients -> Heat oil -> Add seasoning! .,FRENCH! .,5.0
Golden Chicken! .,"carrot, egg, onion, pepper, garlic, cumin! .",Add seasoning -> Mix ingredients -> Garnish with herbs -> Boil water! .,AMERICAN! .,4.0
Spaghetti Delight! .,"sugar, butter, olive oil! .",Boil water -> Add seasoning -> Chop ingredients -> Let it simmer! .,AMERICAN! .,4.0
Sweet & Spicy Carrot! .,"potato, basil, chicken! .",Boil water -> Garnish with herbs -> Let it simmer -> Serve hot! .,CHINESE! .,3.0
Herbal Lemon Rice! .,"rice, cheese, cumin, sugar, tomato! .",Boil water -> Mix ingredients -> Add seasoning -> Serve hot -> Heat oil! .,CHINESE! .,1.0
Sugar Glazed Rice! .,"sugar, olive oil, vanilla, pepper, garlic! .",Chop ingredients -> Garnish with herbs -> Let it simmer -> Bake at 350°F! .,AMERICAN! .,5.0
Golden Chicken! .,"lemon, egg, onion, butter! .",Heat oil -> Chop ingredients -> Boil water -> Add seasoning! .,FRENCH! .,3.0
Spaghetti Delight! .,"butter, potato, turmeric! .",Let it simmer -> Boil water -> Add seasoning -> Garnish with herbs -> Heat oil! .,AMERICAN! .,5.0
Sweet & Spicy Carrot! .,"flour, lemon, chili! .",Let it simmer -> Heat oil -> Mix ingredients -> Boil water! .,FRENCH! .,2.0
Herbal Lemon Rice! .,"milk, lemon, beef, carrot, olive oil, pasta! .",Heat oil -> Mix ingredients -> Garnish with herbs -> Let it simmer -> Chop ingredients! .,AMERICAN! .,3.0
Sugar Glazed Rice! .,"turmeric, rice, cheese, vanilla, onion, carrot! .",Boil water -> Mix ingredients -> Bake at 350°F -> Garnish with herbs -> Heat oil! .,FRENCH! .,2.0
Golden Chicken! .,"pasta, beef, spinach, milk, tomato! .",Bake at 350°F -> Mix ingredients -> Boil water -> Serve hot! .,FRENCH! .,2.0
Sweet & Spicy Carrot! .,"potato, lemon, tomato, pepper, spinach, vanilla! .",Heat oil -> Boil water -> Garnish with herbs -> Mix ingredients -> Let it simmer! .,AMERICAN! .,1.0
Herbal Lemon Rice! .,"butter, pasta, olive oil! .",Serve hot -> Heat oil -> Let it simmer -> Boil water! .,THAI! .,5.0
Sugar Glazed Rice! .,"pepper, basil, cheese, chili, butter, egg! .",Bake at 350°F -> Chop ingredients -> Serve hot -> Garnish with herbs! .,FRENCH! .,3.0
Golden Chicken! .,"turmeric, egg, tomato, olive oil! .",Mix ingredients -> Heat oil -> Boil water -> Chop ingredients -> Add seasoning! .,ITALIAN! .,4.0
Spaghetti Delight! .,"chili, egg, onion, olive oil! .",Let it simmer -> Bake at 350°F -> Chop ingredients -> Garnish with herbs -> Heat oil! .,FRENCH! .,2.0
Sweet & Spicy Carrot! .,"pepper, tomato, basil, pasta, onion, chili! .",Serve hot -> Add seasoning -> Let it simmer -> Chop ingredients -> Boil water! .,MEXICAN! .,1.0
Herbal Lemon Rice! .,"chili, turmeric, onion, lemon, chicken! .",Garnish with herbs -> Boil water -> Mix ingredients! .,MEXICAN! .,5.0
Sugar Glazed Rice! .,"vanilla, cumin, flour, beef, basil! .",Garnish with herbs -> Chop ingredients -> Mix ingredients! .,ITALIAN! .,3.0
Golden Chicken! .,"onion, basil, turmeric, lemon, chicken! .",Let it simmer -> Chop ingredients -> Boil water -> Heat oil -> Bake at 350°F! .,ITALIAN! .,3.0
Spaghetti Delight! .,"salt, egg, pasta, beef, garlic! .",Chop ingredients -> Garnish with herbs -> Heat oil -> Bake at 350°F! .,INDIAN! .,4.0
Sweet & Spicy Carrot! .,"potato, chili, butter, basil! .",Chop ingredients -> Boil water -> Garnish with herbs -> Serve hot -> Bake at 350°F! .,ITALIAN! .,5.0
Herbal Lemon Rice! .,"garlic, flour, potato! .",Heat oil -> Garnish with herbs -> Boil water -> Serve hot -> Mix ingredients! .,INDIAN! .,2.0
Sugar Glazed Rice! .,"basil, pepper, cumin, chili! .",Add seasoning -> Bake at 350°F -> Mix ingredients! .,THAI! .,5.0
Golden Chicken! .,"carrot, lemon, garlic, chicken, tomato, rice! .",Chop ingredients -> Heat oil -> Let it simmer -> Boil water -> Serve hot! .,ITALIAN! .,1.0
Spaghetti Delight! .,"sugar, onion, pasta, milk, turmeric! .",Heat oil -> Add seasoning -> Chop ingredients! .,AMERICAN! .,2.0
Sweet & Spicy Carrot! .,"egg, basil, cumin, turmeric! .",Boil water -> Garnish with herbs -> Chop ingredients -> Add seasoning! .,MEXICAN! .,5.0
Herbal Lemon Rice! .,"cheese, spinach, basil! .",Let it simmer -> Boil water -> Garnish with herbs -> Chop ingredients! .,AMERICAN! .,3.0
Sugar Glazed Rice! .,"butter, carrot, lemon! .",Add seasoning -> Serve hot -> Boil water -> Mix ingredients! .,THAI! .,2.0
Golden Chicken! .,"potato, garlic, basil, pasta! .",Garnish with herbs -> Boil water -> Serve hot -> Let it simmer -> Add seasoning! .,INDIAN! .,5.0
Herbal Lemon Rice! .,"egg, pasta, turmeric! .",Heat oil -> Garnish with herbs -> Mix ingredients -> Chop ingredients -> Let it simmer! .,AMERICAN! .,2.0
Sugar Glazed Rice! .,"carrot, potato, chili! .",Garnish with herbs -> Heat oil -> Boil water -> Add seasoning -> Mix ingredients! .,AMERICAN! .,3.0
Golden Chicken! .,"carrot, onion, spinach, cumin! .",Garnish with herbs -> Chop ingredients -> Serve hot! .,MEXICAN! .,5.0
Spaghetti Delight! .,"butter, salt, rice! .",Let it simmer -> Mix ingredients -> Serve hot! .,INDIAN! .,2.0
Sweet & Spicy Carrot! .,"olive oil, lemon, pepper, sugar! .",Bake at 350°F -> Mix ingredients -> Garnish with herbs -> Add seasoning -> Chop ingredients! .,CHINESE! .,2.0
Herbal Lemon Rice! .,"carrot, beef, tomato, lemon, spinach, pepper! .",Serve hot -> Bake at 350°F -> Add seasoning! .,FRENCH! .,2.0
Sugar Glazed Rice! .,"vanilla, sugar, cumin, garlic, tomato! .",Chop ingredients -> Add seasoning -> Let it simmer -> Mix ingredients -> Boil water! .,INDIAN! .,5.0
Golden Chicken! .,"olive oil, potato, milk, cheese! .",Chop ingredients -> Let it simmer -> Mix ingredients! .,INDIAN! .,3.0
Sweet & Spicy Carrot! .,"basil, rice, vanilla, flour, garlic, olive oil! .",Chop ingredients -> Boil water -> Mix ingredients -> Heat oil! .,THAI! .,5.0
Herbal Lemon Rice! .,"sugar, egg, chicken! .",Heat oil -> Add seasoning -> Chop ingredients -> Mix ingredients -> Bake at 350°F! .,AMERICAN! .,1.0
Sugar Glazed Rice! .,"lemon, vanilla, sugar! .",Serve hot -> Garnish with herbs -> Boil water -> Let it simmer -> Bake at 350°F! .,THAI! .,5.0
Golden Chicken! .,"potato, pepper, sugar, salt, flour! .",Boil water -> Let it simmer -> Chop ingredients! .,ITALIAN! .,2.0
Spaghetti Delight! .,"cumin, chicken, potato! .",Garnish with herbs -> Mix ingredients -> Chop ingredients -> Boil water! .,MEXICAN! .,5.0
Sweet & Spicy Carrot! .,"flour, basil, pepper, turmeric, spinach! .",Heat oil -> Mix ingredients -> Bake at 350°F -> Garnish with herbs -> Add seasoning! .,MEXICAN! .,4.0
Sugar Glazed Rice! .,"salt, pepper, olive oil, milk! .",Boil water -> Heat oil -> Serve hot! .,FRENCH! .,5.0
Golden Chicken! .,"flour, cheese, tomato! .",Mix ingredients -> Let it simmer -> Chop ingredients -> Add seasoning -> Bake at 350°F! .,INDIAN! .,3.0
Spaghetti Delight! .,"flour, carrot, cumin, cheese, olive oil! .",Bake at 350°F -> Boil water -> Garnish with herbs -> Mix ingredients! .,AMERICAN! .,1.0
Sweet & Spicy Carrot! .,"basil, egg, garlic, potato! .",Boil water -> Add seasoning -> Garnish with herbs -> Bake at 350°F! .,THAI! .,5.0
Herbal Lemon Rice! .,"lemon, cumin, spinach, beef! .",Heat oil -> Add seasoning -> Chop ingredients! .,INDIAN! .,2.0
Sugar Glazed Rice! .,"salt, chicken, flour, lemon, vanilla! .",Add seasoning -> Garnish with herbs -> Mix ingredients! .,AMERICAN! .,3.0
Golden Chicken! .,"carrot, cheese, tomato, sugar, spinach, olive oil! .",Let it simmer -> Boil water -> Garnish with herbs -> Heat oil -> Serve hot! .,MEXICAN! .,3.0
Spaghetti Delight! .,"sugar, butter, lemon, olive oil, cheese, beef! .",Chop ingredients -> Serve hot -> Let it simmer -> Bake at 350°F -> Mix ingredients! .,MEXICAN! .,4.0
Sweet & Spicy Carrot! .,"rice, basil, potato, milk, pasta, olive oil! .",Add seasoning -> Mix ingredients -> Bake at 350°F! .,THAI! .,1.0
Herbal Lemon Rice! .,"chicken, turmeric, pepper, rice! .",Let it simmer -> Chop ingredients -> Serve hot -> Bake at 350°F! .,ITALIAN! .,5.0
Sugar Glazed Rice! .,"egg, rice, chili, pasta, olive oil, milk! .",Mix ingredients -> Serve hot -> Let it simmer -> Heat oil! .,INDIAN! .,1.0
Golden Chicken! .,"rice, pasta, sugar, olive oil! .",Boil water -> Garnish with herbs -> Mix ingredients -> Bake at 350°F! .,INDIAN! .,5.0
Spaghetti Delight! .,"rice, flour, carrot, lemon, pepper, potato! .",Bake at 350°F -> Let it simmer -> Add seasoning! .,THAI! .,2.0
Herbal Lemon Rice! .,"onion, egg, olive oil! .",Add seasoning -> Chop ingredients -> Heat oil -> Bake at 350°F -> Serve hot! .,ITALIAN! .,5.0
Sugar Glazed Rice! .,"chicken, pasta, potato, olive oil, sugar! .",Let it simmer -> Boil water -> Chop ingredients -> Bake at 350°F! .,THAI! .,2.0
Golden Chicken! .,"spinach, cheese, potato, egg, milk! .",Let it simmer -> Bake at 350°F -> Boil water -> Add seasoning -> Heat oil! .,ITALIAN! .,5.0
Spaghetti Delight! .,"onion, vanilla, beef, chili! .",Heat oil -> Bake at 350°F -> Add seasoning -> Mix ingredients -> Chop ingredients! .,MEXICAN! .,5.0
Sweet & Spicy Carrot! .,"chili, olive oil, garlic, basil, carrot, onion! .",Chop ingredients -> Heat oil -> Let it simmer -> Mix ingredients! .,FRENCH! .,5.0
Herbal Lemon Rice! .,"egg, milk, cheese, rice, chili, pasta! .",Chop ingredients -> Mix ingredients -> Let it simmer! .,MEXICAN! .,3.0
Sugar Glazed Rice! .,"pepper, salt, carrot, potato! .",Heat oil -> Boil water -> Bake at 350°F! .,ITALIAN! .,5.0
Golden Chicken! .,"chili, carrot, onion, rice, flour! .",Mix ingredients -> Let it simmer -> Heat oil! .,CHINESE! .,5.0
Spaghetti Delight! .,"cumin, onion, rice, egg, salt, spinach! .",Add seasoning -> Chop ingredients -> Let it simmer -> Bake at 350°F -> Serve hot! .,AMERICAN! .,3.0
Sweet & Spicy Carrot! .,"cumin, rice, milk, chicken, tomato! .",Mix ingredients -> Garnish with herbs -> Heat oil -> Let it simmer -> Serve hot! .,THAI! .,2.0
Herbal Lemon Rice! .,"garlic, vanilla, chicken, onion, milk, lemon! .",Add seasoning -> Serve hot -> Bake at 350°F -> Garnish with herbs! .,CHINESE! .,3.0
Sugar Glazed Rice! .,"milk, olive oil, rice! .",Mix ingredients -> Add seasoning -> Garnish with herbs -> Let it simmer -> Serve hot! .,INDIAN! .,5.0
Spaghetti Delight! .,"sugar, beef, basil, chili, pepper! .",Mix ingredients -> Bake at 350°F -> Serve hot -> Let it simmer -> Chop ingredients! .,THAI! .,1.0
Sweet & Spicy Carrot! .,"rice, basil, cheese, chicken, cumin! .",Bake at 350°F -> Garnish with herbs -> Mix ingredients! .,MEXICAN! .,3.0
Herbal Lemon Rice! .,"olive oil, garlic, turmeric, spinach, vanilla, onion! .",Garnish with herbs -> Add seasoning -> Chop ingredients -> Mix ingredients -> Serve hot! .,AMERICAN! .,4.0
Sugar Glazed Rice! .,"carrot, pepper, vanilla, cheese, butter, pasta! .",Serve hot -> Chop ingredients -> Add seasoning -> Mix ingredients! .,ITALIAN! .,3.0
Golden Chicken! .,"spinach, flour, egg, salt! .",Let it simmer -> Garnish with herbs -> Heat oil -> Add seasoning! .,ITALIAN! .,3.0
Spaghetti Delight! .,"spinach, egg, butter, pasta, pepper, cumin! .",Boil water -> Let it simmer -> Heat oil! .,CHINESE! .,3.0
Sweet & Spicy Carrot! .,"vanilla, rice, egg! .",Bake at 350°F -> Let it simmer -> Add seasoning! .,MEXICAN! .,1.0
Herbal Lemon Rice! .,"flour, spinach, cumin, chili, basil! .",Mix ingredients -> Garnish with herbs -> Heat oil -> Serve hot! .,MEXICAN! .,1.0
Sugar Glazed Rice! .,"lemon, vanilla, rice, chili! .",Mix ingredients -> Garnish with herbs -> Boil water -> Serve hot! .,ITALIAN! .,5.0
Golden Chicken! .,"beef, vanilla, garlic, basil! .",Add seasoning -> Boil water -> Bake at 350°F -> Mix ingredients -> Serve hot! .,AMERICAN! .,1.0
Spaghetti Delight! .,"sugar, cumin, butter, olive oil! .",Chop ingredients -> Heat oil -> Serve hot -> Mix ingredients -> Add seasoning! .,FRENCH! .,5.0
Sweet & Spicy Carrot! .,"salt, turmeric, tomato! .",Garnish with herbs -> Heat oil -> Add seasoning! .,MEXICAN! .,2.0
Herbal Lemon Rice! .,"pepper, beef, tomato, turmeric, rice! .",Add seasoning -> Garnish with herbs -> Bake at 350°F -> Heat oil! .,AMERICAN! .,5.0
Sugar Glazed Rice! .,"cheese, milk, potato, basil, tomato! .",Bake at 350°F -> Garnish with herbs -> Let it simmer -> Chop ingredients -> Add seasoning! .,CHINESE! .,5.0
Golden Chicken! .,"pasta, butter, olive oil, sugar, onion, lemon! .",Chop ingredients -> Serve hot -> Mix ingredients! .,FRENCH! .,3.0
Sweet & Spicy Carrot! .,"flour, potato, spinach, sugar, salt, chili! .",Garnish with herbs -> Bake at 350°F -> Mix ingredients -> Let it simmer! .,INDIAN! .,5.0
Herbal Lemon Rice! .,"chili, potato, olive oil, salt! .",Add seasoning -> Bake at 350°F -> Garnish with herbs -> Chop ingredients -> Serve hot! .,FRENCH! .,3.0
Golden Chicken! .,"turmeric, carrot, vanilla! .",Chop ingredients -> Mix ingredients -> Heat oil -> Boil water -> Let it simmer! .,INDIAN! .,5.0
Spaghetti Delight! .,"cumin, olive oil, potato, flour, egg! .",Let it simmer -> Serve hot -> Add seasoning -> Boil water! .,ITALIAN! .,3.0
Sweet & Spicy Carrot! .,"onion, potato, lemon! .",Add seasoning -> Let it simmer -> Mix ingredients -> Boil water -> Chop ingredients! .,THAI! .,1.0
Herbal Lemon Rice! .,"spinach, olive oil, butter, garlic, rice, flour! .",Heat oil -> Mix ingredients -> Let it simmer -> Garnish with herbs! .,AMERICAN! .,5.0
Sugar Glazed Rice! .,"butter, milk, chili, pasta, onion! .",Heat oil -> Serve hot -> Garnish with herbs! .,INDIAN! .,1.0
Golden Chicken! .,"potato, tomato, olive oil, vanilla! .",Boil water -> Mix ingredients -> Add seasoning! .,THAI! .,3.0
Sweet & Spicy Carrot! .,"spinach, rice, lemon, pasta, beef! .",Heat oil -> Bake at 350°F -> Let it simmer -> Garnish with herbs! .,ITALIAN! .,1.0
Herbal Lemon Rice! .,"salt, olive oil, garlic, onion, sugar! .",Heat oil -> Chop ingredients -> Boil water -> Let it simmer -> Garnish with herbs! .,ITALIAN! .,3.0
Sugar Glazed Rice! .,"chili, cumin, flour, olive oil! .",Mix ingredients -> Boil water -> Garnish with herbs -> Add seasoning -> Heat oil! .,AMERICAN! .,1.0
Golden Chicken! .,"basil, olive oil, egg, rice! .",Add seasoning -> Heat oil -> Let it simmer! .,AMERICAN! .,2.0
Spaghetti Delight! .,"flour, cumin, cheese, salt, olive oil! .",Chop ingredients -> Let it simmer -> Mix ingredients -> Garnish with herbs -> Boil water! .,AMERICAN! .,1.0
Sweet & Spicy Carrot! .,"egg, pepper, tomato! .",Mix ingredients -> Add seasoning -> Heat oil -> Boil water -> Chop ingredients! .,MEXICAN! .,4.0
Herbal Lemon Rice! .,"sugar, chili, pepper! .",Garnish with herbs -> Chop ingredients -> Boil water -> Bake at 350°F! .,CHINESE! .,2.0
Sugar Glazed Rice! .,"cheese, pepper, carrot, butter, milk! .",Mix ingredients -> Boil water -> Add seasoning! .,CHINESE! .,5.0
Golden Chicken! .,"chicken, lemon, cumin, turmeric! .",Heat oil -> Add seasoning -> Boil water -> Chop ingredients! .,THAI! .,1.0
Spaghetti Delight! .,"pasta, milk, cheese, spinach, sugar, carrot! .",Chop ingredients -> Serve hot -> Garnish with herbs -> Bake at 350°F! .,FRENCH! .,4.0
Sweet & Spicy Carrot! .,"vanilla, onion, tomato, carrot, olive oil! .",Garnish with herbs -> Let it simmer -> Add seasoning -> Serve hot! .,ITALIAN! .,1.0
Herbal Lemon Rice! .,"lemon, vanilla, garlic, chicken! .",Boil water -> Let it simmer -> Bake at 350°F -> Chop ingredients! .,FRENCH! .,3.0
Sugar Glazed Rice! .,"potato, vanilla, carrot, rice, chili! .",Serve hot -> Garnish with herbs -> Mix ingredients -> Bake at 350°F -> Add seasoning! .,MEXICAN! .,3.0
Golden Chicken! .,"tomato, lemon, garlic, salt, milk, turmeric! .",Bake at 350°F -> Heat oil -> Mix ingredients! .,THAI! .,2.0
Spaghetti Delight! .,"rice, chicken, flour, carrot, vanilla, potato! .",Mix ingredients -> Serve hot -> Bake at 350°F -> Heat oil! .,INDIAN! .,5.0
Sweet & Spicy Carrot! .,"onion, spinach, turmeric, rice! .",Serve hot -> Boil water -> Heat oil -> Mix ingredients! .,FRENCH! .,4.0
Sugar Glazed Rice! .,"tomato, butter, garlic! .",Chop ingredients -> Add seasoning -> Garnish with herbs -> Serve hot -> Boil water! .,THAI! .,1.0
Golden Chicken! .,"milk, lemon, salt, olive oil! .",Heat oil -> Garnish with herbs -> Let it simmer -> Add seasoning -> Chop ingredients! .,AMERICAN! .,5.0
Spaghetti Delight! .,"milk, turmeric, basil! .",Serve hot -> Bake at 350°F -> Boil water -> Heat oil -> Add seasoning! .,THAI! .,4.0
Sweet & Spicy Carrot! .,"olive oil, basil, cumin, turmeric! .",Garnish with herbs -> Boil water -> Serve hot -> Heat oil -> Chop ingredients! .,INDIAN! .,4.0
Herbal Lemon Rice! .,"butter, rice, chicken, milk! .",Let it simmer -> Garnish with herbs -> Heat oil! .,AMERICAN! .,3.0
Golden Chicken! .,"olive oil, butter, salt, chili! .",Boil water -> Let it simmer -> Serve hot -> Mix ingredients! .,CHINESE! .,3.0
Spaghetti Delight! .,"salt, olive oil, chicken! .",Boil water -> Add seasoning -> Mix ingredients! .,ITALIAN! .,1.0
Sweet & Spicy Carrot! .,"tomato, pepper, potato, garlic, cumin, vanilla! .",Let it simmer -> Mix ingredients -> Serve hot -> Chop ingredients -> Add seasoning! .,CHINESE! .,5.0
Herbal Lemon Rice! .,"cumin, rice, cheese, carrot, butter! .",Garnish with herbs -> Serve hot -> Chop ingredients -> Let it simmer! .,FRENCH! .,3.0
Sugar Glazed Rice! .,"potato, chili, turmeric! .",Serve hot -> Boil water -> Heat oil -> Garnish with herbs -> Add seasoning! .,THAI! .,3.0
Golden Chicken! .,"cheese, vanilla, carrot, lemon! .",Heat oil -> Chop ingredients -> Garnish with herbs -> Boil water! .,INDIAN! .,3.0
Spaghetti Delight! .,"chicken, pasta, potato, onion! .",Add seasoning -> Bake at 350°F -> Let it simmer -> Boil water! .,FRENCH! .,3.0
Sweet & Spicy Carrot! .,"pasta, butter, garlic, salt! .",Boil water -> Bake at 350°F -> Let it simmer -> Mix ingredients! .,FRENCH! .,3.0
Herbal Lemon Rice! .,"pasta, turmeric, milk! .",Let it simmer -> Serve hot -> Heat oil! .,INDIAN! .,4.0
Sugar Glazed Rice! .,"turmeric, pepper, lemon, potato, tomato! .",Bake at 350°F -> Boil water -> Serve hot -> Mix ingredients -> Let it simmer! .,ITALIAN! .,4.0
Golden Chicken! .,"carrot, vanilla, pepper! .",Chop ingredients -> Mix ingredients -> Add seasoning -> Heat oil -> Let it simmer! .,FRENCH! .,4.0
Spaghetti Delight! .,"olive oil, pasta, cumin, milk, salt! .",Chop ingredients -> Let it simmer -> Heat oil! .,INDIAN! .,4.0
Sweet & Spicy Carrot! .,"spinach, carrot, rice, beef, olive oil, pasta! .",Bake at 350°F -> Let it simmer -> Mix ingredients -> Garnish with herbs! .,MEXICAN! .,1.0
Herbal Lemon Rice! .,"olive oil, vanilla, flour, chili, pasta, tomato! .",Garnish with herbs -> Mix ingredients -> Add seasoning -> Chop ingredients! .,MEXICAN! .,5.0
Sugar Glazed Rice! .,"flour, carrot, egg, vanilla, salt! .",Let it simmer -> Boil water -> Mix ingredients -> Add seasoning -> Garnish with herbs! .,INDIAN! .,4.0
Golden Chicken! .,"pepper, garlic, cheese, carrot, turmeric, milk! .",Add seasoning -> Bake at 350°F -> Chop ingredients -> Heat oil -> Serve hot! .,AMERICAN! .,2.0
Spaghetti Delight! .,"chili, beef, flour, pasta, vanilla! .",Mix ingredients -> Let it simmer -> Garnish with herbs -> Add seasoning! .,THAI! .,2.0
Sweet & Spicy Carrot! .,"egg, vanilla, rice, olive oil! .",Garnish with herbs -> Serve hot -> Add seasoning -> Heat oil -> Bake at 350°F! .,MEXICAN! .,5.0
Herbal Lemon Rice! .,"egg, salt, cumin, basil, cheese! .",Chop ingredients -> Let it simmer -> Garnish with herbs -> Boil water -> Bake at 350°F! .,MEXICAN! .,4.0
Sugar Glazed Rice! .,"lemon, flour, sugar, potato! .",Bake at 350°F -> Let it simmer -> Add seasoning! .,THAI! .,5.0
Golden Chicken! .,"sugar, egg, basil, flour, rice, pasta! .",Serve hot -> Let it simmer -> Add seasoning -> Chop ingredients -> Mix ingredients! .,AMERICAN! .,1.0
Spaghetti Delight! .,"basil, beef, chili, turmeric! .",Bake at 350°F -> Add seasoning -> Mix ingredients -> Heat oil! .,CHINESE! .,1.0
Sweet & Spicy Carrot! .,"beef, vanilla, olive oil, onion, flour! .",Chop ingredients -> Add seasoning -> Boil water -> Bake at 350°F! .,ITALIAN! .,1.0
Sugar Glazed Rice! .,"beef, onion, cumin, lemon, basil, butter! .",Garnish with herbs -> Add seasoning -> Boil water! .,MEXICAN! .,3.0
Golden Chicken! .,"sugar, cumin, pasta! .",Mix ingredients -> Bake at 350°F -> Boil water -> Heat oil! .,FRENCH! .,3.0
Spaghetti Delight! .,"sugar, flour, potato, carrot! .",Chop ingredients -> Let it simmer -> Mix ingredients -> Bake at 350°F -> Heat oil! .,MEXICAN! .,2.0
Sweet & Spicy Carrot! .,"garlic, butter, chicken, pasta, vanilla! .",Add seasoning -> Boil water -> Let it simmer! .,CHINESE! .,5.0
Herbal Lemon Rice! .,"tomato, basil, garlic! .",Bake at 350°F -> Boil water -> Add seasoning -> Mix ingredients! .,THAI! .,1.0
